Date, Time, Elapsed time (sec), Distance (mi), Speed (mph), Latitude, Longitude, Accuracy (ft), Altitude (ft),,
20/03/24, 8:11 AM GMT-4,87,0.148206041,7.326840186,44.23373015,-73.0988946,15.4389004,561.9765254,,
20/03/24, 8:11 AM GMT-4,88,0.150582044,7.323076496,44.23376454,-73.09889228,15.44237499,562.5377477,,
20/03/24, 8:11 AM GMT-4,89,0.152340847,6.222093477,44.23378993,-73.09888913,15.45142363,561.473164,,
20/03/24, 8:11 AM GMT-4,90,0.154367093,5.955135494,44.23381917,-73.09888541,15.45188045,564.4295527,,
20/03/24, 8:11 AM GMT-4,91,0.156455895,5.72255738,44.23384927,-73.09888106,15.44213563,564.4573312,,
20/03/24, 8:11 AM GMT-4,92,0.158256071,5.315511947,44.23387516,-73.09887658,15.44498602,565.0246632,,
20/03/24, 8:11 AM GMT-4,93,0.160192912,5.1868345,44.23390322,-73.09887634,15.43930559,566.7036529,,
20/03/24, 8:11 AM GMT-4,94,0.162234351,5.384909546,44.23393253,-73.0988707,15.44279113,567.7500683,,
20/03/24, 8:11 AM GMT-4,95,0.16391718,5.039139139,44.23395665,-73.09886575,15.45283005,567.2958348,,
20/03/24, 8:11 AM GMT-4,101,0.173554859,5.148029614,44.23409582,-73.09885231,15.48059862,569.0291588,,
20/03/24, 8:11 AM GMT-4,102,0.175372636,5.062883931,44.23412207,-73.09884936,15.4825432,568.8225935,,
20/03/24, 8:11 AM GMT-4,103,0.177163831,5.128949835,44.23414795,-73.09884663,15.49168102,569.4966347,,
20/03/24, 8:11 AM GMT-4,106,0.182253693,5.15329942,44.2342215,-73.09884061,15.43929307,568.9440278,,
20/03/24, 8:11 AM GMT-4,109,0.187188632,5.133245252,44.23429282,-73.09883381,15.46427853,569.3991663,,
20/03/24, 8:11 AM GMT-4,110,0.188913177,5.057918655,44.23431736,-73.09882723,15.46192563,569.6219471,,
20/03/24, 8:11 AM GMT-4,111,0.190668409,5.103106933,44.23434253,-73.09882211,15.4770771,568.7977922,,
20/03/24, 8:11 AM GMT-4,113,0.194244952,5.205988945,44.23439394,-73.09881413,15.48911536,566.8540415,,
20/03/24, 8:11 AM GMT-4,114,0.196174208,5.999000587,44.23442185,-73.09881186,15.47610403,567.1032743,,
20/03/24, 8:11 AM GMT-4,115,0.197643718,5.936835972,44.23444306,-73.09880934,15.46572718,566.968174,,
20/03/24, 8:11 AM GMT-4,116,0.199452639,5.728138648,44.23446925,-73.09880763,15.46151106,567.8687535,,
20/03/24, 8:12 AM GMT-4,117,0.201428243,6.053705022,44.23449782,-73.09880527,15.44322447,568.788634,,
20/03/24, 8:12 AM GMT-4,118,0.203297554,6.131041195,44.23452484,-73.09880254,15.44422727,568.822926,,
20/03/24, 8:12 AM GMT-4,119,0.204926058,5.968743336,44.23454839,-73.09880057,15.44571661,568.3327243,,
20/03/24, 8:12 AM GMT-4,120,0.206403708,5.279939024,44.23456968,-73.09879733,15.4606428,569.5527383,,
20/03/24, 8:12 AM GMT-4,121,0.20805106,5.054049366,44.23459342,-73.09879388,15.46212587,569.7672016,,
20/03/24, 8:12 AM GMT-4,122,0.20978898,5.333830669,44.23461852,-73.09879098,15.41291371,569.8575886,,
20/03/24, 8:12 AM GMT-4,123,0.211432777,5.382926102,44.23464233,-73.09879194,15.40175309,569.789697,,
20/03/24, 8:12 AM GMT-4,125,0.214422665,5.227697494,44.2346856,-73.09878928,15.41680757,567.1000611,,
20/03/24, 8:12 AM GMT-4,126,0.216184671,5.508979046,44.23471108,-73.09878701,15.43675557,567.3297599,,
20/03/24, 8:12 AM GMT-4,127,0.217941172,5.434407107,44.2347365,-73.09878522,15.44268318,566.418445,,
20/03/24, 8:12 AM GMT-4,128,0.219955363,5.750983718,44.23476552,-73.09878087,15.44141443,566.7564259,,
20/03/24, 8:12 AM GMT-4,129,0.221506391,5.23908403,44.23478793,-73.09877845,15.45601053,567.4423981,,
20/03/24, 8:12 AM GMT-4,130,0.223183849,5.163790499,44.23481221,-73.09877705,15.46370751,566.6895031,,
20/03/24, 8:12 AM GMT-4,131,0.224992695,5.241993863,44.23483821,-73.09877245,15.46137182,566.5442492,,
20/03/24, 8:12 AM GMT-4,134,0.230521418,5.718304629,44.23491785,-73.09876066,15.45545673,567.0198369,,
20/03/24, 8:12 AM GMT-4,135,0.232069586,5.550223903,44.23494014,-73.09875718,15.45232005,566.0822191,,
20/03/24, 8:12 AM GMT-4,160,0.254863229,5.463752368,44.23519961,-73.09869238,15.48761195,573.5195762,,
20/03/24, 8:12 AM GMT-4,161,0.256978199,6.756037178,44.23523026,-73.0986925,15.49043574,572.4074987,,
20/03/24, 8:12 AM GMT-4,162,0.25900647,7.36692079,44.23525965,-73.09869212,15.47877137,572.234739,,
20/03/24, 8:12 AM GMT-4,163,0.261016708,7.338758981,44.23528863,-73.09868808,15.48672492,572.6988005,,
20/03/24, 8:12 AM GMT-4,164,0.263318816,7.613804338,44.23532181,-73.09868318,15.48149817,570.9477202,,
20/03/24, 8:12 AM GMT-4,165,0.265573295,7.829306916,44.2353543,-73.09867854,15.46901092,570.5805223,,
20/03/24, 8:12 AM GMT-4,166,0.267850249,8.240344303,44.23538717,-73.09867442,15.45652679,570.0209664,,
20/03/24, 8:12 AM GMT-4,167,0.270029075,7.878493548,44.23541859,-73.09867019,15.47705207,569.158617,,
20/03/24, 8:12 AM GMT-4,168,0.271803293,6.703058056,44.23544426,-73.09866819,15.49643218,567.9776164,,
20/03/24, 8:12 AM GMT-4,169,0.273784751,6.410102506,44.23547295,-73.09866679,15.48321121,566.8168426,,
20/03/24, 8:12 AM GMT-4,170,0.275821821,6.640476379,44.23550242,-73.09866424,15.48644488,565.9882644,,
20/03/24, 8:12 AM GMT-4,171,0.27795405,7.052931349,44.23553316,-73.09866001,15.49250391,566.1585962,,
20/03/24, 8:12 AM GMT-4,172,0.280047739,7.227317602,44.23556329,-73.09865504,15.51831538,565.6631774,,
20/03/24, 8:12 AM GMT-4,173,0.281683406,6.500592661,44.23558696,-73.09865322,15.53473091,564.9034929,,
20/03/24, 8:12 AM GMT-4,174,0.283486965,6.237573832,44.23561299,-73.09864996,15.55477121,564.5788062,,
20/03/24, 8:12 AM GMT-4,175,0.285459058,6.306796499,44.23564144,-73.09864634,15.56161714,564.4321761,,
20/03/24, 8:12 AM GMT-4,176,0.287155732,5.804671631,44.23566598,-73.09864406,15.56021541,564.3448235,,
20/03/24, 8:13 AM GMT-4,177,0.288901971,5.741559293,44.23569122,-73.09864158,15.51893176,564.0415588,,
20/03/24, 8:13 AM GMT-4,178,0.290559363,5.934258935,44.23571516,-73.09863899,15.52620635,563.6640307,,
20/03/24, 8:13 AM GMT-4,179,0.292408992,6.203869688,44.2357417,-73.09863376,15.51709982,561.6822693,,
20/03/24, 8:13 AM GMT-4,180,0.294430448,6.433809966,44.23577081,-73.09862929,15.47617286,560.7478094,,
20/03/24, 8:13 AM GMT-4,181,0.296354518,6.458291283,44.23579852,-73.09862496,15.4680222,560.4784724,,
20/03/24, 8:13 AM GMT-4,182,0.298091362,6.012949226,44.23582362,-73.09862229,15.45874046,559.8554445,,
20/03/24, 8:13 AM GMT-4,183,0.300283341,6.496991636,44.23585535,-73.09862043,15.45711971,560.4989885,,
20/03/24, 8:13 AM GMT-4,184,0.302181949,6.368724317,44.23588246,-73.09861393,15.47122927,559.8105955,,
20/03/24, 8:13 AM GMT-4,185,0.303755582,5.52764603,44.23590523,-73.09861211,15.48479128,558.9059141,,
20/03/24, 8:13 AM GMT-4,186,0.305726384,5.596750832,44.23593345,-73.09860601,15.48318931,558.5665513,,
20/03/24, 8:13 AM GMT-4,187,0.307868999,6.335449502,44.23596425,-73.09860051,15.48657473,558.1750569,,
20/03/24, 8:13 AM GMT-4,188,0.310157463,6.573374221,44.23599693,-73.0985927,15.49343787,559.5217557,,
20/03/24, 8:13 AM GMT-4,189,0.311903401,6.127204973,44.23602183,-73.09858644,15.50121776,558.6520692,,
20/03/24, 8:13 AM GMT-4,190,0.313889527,5.940365531,44.23605055,-73.098584,15.5172766,558.6790617,,
20/03/24, 8:13 AM GMT-4,191,0.316143058,5.945855601,44.23608318,-73.09858201,15.52620009,558.7824141,,
20/03/24, 8:13 AM GMT-4,192,0.318219151,5.934026937,44.23611321,-73.09857969,15.53191963,559.2653985,,
20/03/24, 8:13 AM GMT-4,193,0.320264481,5.991734538,44.23614255,-73.09857379,15.54900317,559.0893643,,
20/03/24, 8:13 AM GMT-4,194,0.322684156,6.385213727,44.2361772,-73.09856631,15.55955835,560.1506321,,
20/03/24, 8:13 AM GMT-4,195,0.325109561,7.094014608,44.23621226,-73.09856303,15.53287393,561.1889506,,
20/03/24, 8:13 AM GMT-4,196,0.327590749,7.685998171,44.23624821,-73.09856184,15.52004407,561.7449078,,
20/03/24, 8:13 AM GMT-4,197,0.330109637,8.412554581,44.23628462,-73.09855831,15.48841606,562.8179293,,
20/03/24, 8:13 AM GMT-4,198,0.332878551,8.947378271,44.23632453,-73.09855263,15.49640559,563.8355559,,
20/03/24, 8:13 AM GMT-4,199,0.335748571,9.179975051,44.23636584,-73.09854595,15.50455625,564.3810812,,
20/03/24, 8:13 AM GMT-4,200,0.338490118,9.01440043,44.2364054,-73.09854082,15.50929959,565.2083998,,
20/03/24, 8:13 AM GMT-4,201,0.341106686,8.696590234,44.23644309,-73.09853507,15.50618795,565.9722159,,
20/03/24, 8:13 AM GMT-4,202,0.344054459,8.833407854,44.23648567,-73.09853044,15.48586292,567.3863964,,
20/03/24, 8:13 AM GMT-4,203,0.34659893,8.720529157,44.23652218,-73.0985232,15.47457871,568.655834,,
20/03/24, 8:13 AM GMT-4,204,0.349262553,8.863291775,44.23656043,-73.09851607,15.44403015,568.2507355,,
20/03/24, 8:13 AM GMT-4,205,0.35216377,9.000931786,44.23660228,-73.09851048,15.43333574,568.6526432,,
20/03/24, 8:13 AM GMT-4,206,0.355116823,9.173188996,44.23664495,-73.09850595,15.42697947,568.8754355,,
20/03/24, 8:13 AM GMT-4,207,0.357819019,8.835429164,44.23668411,-73.09850624,15.42999256,568.6803153,,
20/03/24, 8:13 AM GMT-4,208,0.360251062,8.59157278,44.23671933,-73.0985047,15.44037409,568.7502419,,
20/03/24, 8:13 AM GMT-4,209,0.362666612,8.607554995,44.23675426,-73.0985017,15.4533338,568.6205049,,
20/03/24, 8:13 AM GMT-4,210,0.365393587,9.137663007,44.23679373,-73.09849888,15.46502006,567.3469793,,
20/03/24, 8:13 AM GMT-4,211,0.367961866,9.581210951,44.23683072,-73.09849317,15.44550384,566.1684093,,
20/03/24, 8:13 AM GMT-4,212,0.370888875,10.23690258,44.23687287,-73.09848662,15.42298236,565.8026843,,
20/03/24, 8:13 AM GMT-4,213,0.373776551,10.37743856,44.23691434,-73.09847881,15.41331734,564.528994,,
20/03/24, 8:13 AM GMT-4,214,0.376413309,10.07450019,44.23695229,-73.09847273,15.39856792,563.663802,,
20/03/24, 8:13 AM GMT-4,215,0.378905168,9.609886887,44.23698822,-73.09846765,15.40624613,563.3057283,,
20/03/24, 8:13 AM GMT-4,216,0.381451285,9.120800268,44.23702511,-73.09846803,15.39291252,562.9253243,,
20/03/24, 8:13 AM GMT-4,217,0.383994809,8.837929935,44.23706196,-73.09846701,15.39876035,561.9857509,,
20/03/24, 8:13 AM GMT-4,218,0.386496603,8.556838781,44.23709789,-73.09846024,15.42384436,561.5072475,,
20/03/24, 8:13 AM GMT-4,219,0.389054875,8.486424661,44.23713482,-73.09845585,15.45537537,559.8888612,,
20/03/24, 8:13 AM GMT-4,220,0.391840545,8.574478577,44.23717515,-73.09845338,15.49901192,559.2130161,,
20/03/24, 8:13 AM GMT-4,221,0.394711299,8.733710338,44.23721662,-73.09844889,15.53618426,558.619924,,
20/03/24, 8:13 AM GMT-4,222,0.397461696,8.865613349,44.2372564,-73.09844556,15.55721641,557.8067176,,
20/03/24, 8:13 AM GMT-4,223,0.400314732,8.923591346,44.2372977,-73.09844276,15.56076453,557.3165378,,
20/03/24, 8:13 AM GMT-4,224,0.403399688,9.248995054,44.23734236,-73.09844016,15.57501176,556.7538569,,
20/03/24, 8:13 AM GMT-4,225,0.405929481,9.166702671,44.23737889,-73.09843589,15.59230493,556.4922571,,
20/03/24, 8:13 AM GMT-4,226,0.408188142,8.840548571,44.23741146,-73.09843141,15.61388462,555.2295003,,
20/03/24, 8:13 AM GMT-4,227,0.410423521,8.239209383,44.23744343,-73.09842413,15.64058625,554.5948269,,
20/03/24, 8:13 AM GMT-4,228,0.412859644,7.897833058,44.23747847,-73.09841817,15.66168411,554.0517781,,
20/03/24, 8:13 AM GMT-4,229,0.415430389,7.777674446,44.23751553,-73.09841295,15.66920274,554.450812,,
20/03/24, 8:13 AM GMT-4,230,0.418190425,7.79979419,44.23755524,-73.09840633,15.68273816,554.7155734,,
20/03/24, 8:13 AM GMT-4,231,0.421491884,8.066226314,44.2376028,-73.09839908,15.70287233,554.6936838,,
20/03/24, 8:13 AM GMT-4,232,0.425049143,8.483980956,44.23765433,-73.09839746,15.69997657,554.5692598,,
20/03/24, 8:13 AM GMT-4,233,0.428475317,8.704960804,44.23770397,-73.09839673,15.68783506,554.5798274,,
20/03/24, 8:13 AM GMT-4,234,0.431171095,8.475931982,44.23774286,-73.09839152,15.71121072,553.9268473,,
20/03/24, 8:13 AM GMT-4,235,0.434159532,8.49138727,44.2377861,-73.09838826,15.72643259,553.1953936,,
20/03/24, 8:13 AM GMT-4,236,0.437508396,8.905722219,44.23783459,-73.09838574,15.75509132,552.2440156,,
20/03/24, 8:13 AM GMT-4,237,0.440657992,9.084386822,44.2378802,-73.09838335,15.76328109,551.4541564,,
20/03/24, 8:14 AM GMT-4,238,0.444228566,9.296131577,44.23793193,-73.09838273,15.76856103,550.859858,,
20/03/24, 8:14 AM GMT-4,239,0.447583635,9.278827243,44.23798042,-73.09837789,15.7478668,550.7517812,,
20/03/24, 8:14 AM GMT-4,240,0.450476549,8.959095469,44.23802205,-73.09837094,15.74078777,550.2555891,,
20/03/24, 8:14 AM GMT-4,241,0.453432663,8.866176009,44.23806471,-73.09836558,15.7439088,549.9931108,,
20/03/24, 8:14 AM GMT-4,242,0.456485475,8.949515846,44.2381089,-73.09836294,15.73892297,550.4865542,,
20/03/24, 8:14 AM GMT-4,243,0.459331529,8.857907837,44.23815006,-73.09835923,15.74163412,549.4780664,,
20/03/24, 8:14 AM GMT-4,244,0.461746348,8.309704035,44.23818496,-73.09835573,15.74961583,547.6228093,,
20/03/24, 8:14 AM GMT-4,245,0.465003316,8.287182162,44.23823197,-73.09834996,15.74157624,547.0257508,,
20/03/24, 8:14 AM GMT-4,246,0.467698991,7.673446316,44.23827056,-73.09834153,15.74307965,547.2165349,,
20/03/24, 8:14 AM GMT-4,247,0.470589161,7.481955194,44.23831181,-73.09833139,15.73904187,546.7321569,,
20/03/24, 8:14 AM GMT-4,248,0.474036867,7.85030774,44.23836166,-73.09832698,15.73892766,546.8580068,,
20/03/24, 8:14 AM GMT-4,249,0.477505511,8.260555803,44.23841192,-73.09832649,15.7441638,545.5481858,,
20/03/24, 8:14 AM GMT-4,250,0.480152496,8.127772269,44.23845025,-73.09832429,15.75711569,544.7213322,,
20/03/24, 8:14 AM GMT-4,251,0.483302118,8.300490808,44.23849468,-73.09830976,15.76060749,543.6459384,,
20/03/24, 8:14 AM GMT-4,252,0.48627719,8.343136716,44.23853755,-73.09830333,15.78192749,542.3953599,,
20/03/24, 8:14 AM GMT-4,253,0.489000163,8.226659661,44.23857673,-73.09829691,15.80727902,540.7118035,,
20/03/24, 8:14 AM GMT-4,254,0.491963128,8.272858061,44.23861956,-73.09829274,15.79697884,539.3965735,,
20/03/24, 8:14 AM GMT-4,255,0.495311077,8.604610496,44.23866807,-73.09829404,15.80079604,538.7972715,,
20/03/24, 8:14 AM GMT-4,256,0.498569996,8.7890265,44.23871495,-73.09828616,15.77950263,537.8502226,,
20/03/24, 8:14 AM GMT-4,257,0.501792716,8.996791034,44.23876153,-73.0982815,15.80394366,537.3402239,,
20/03/24, 8:14 AM GMT-4,258,0.504361486,8.652132081,44.2387984,-73.09827441,15.80912348,535.9500092,,
20/03/24, 8:14 AM GMT-4,259,0.507321311,8.543089607,44.23884059,-73.09826367,15.81300638,534.5304105,,
20/03/24, 8:14 AM GMT-4,260,0.510794371,8.883528342,44.23889056,-73.09825533,15.80355099,533.9960804,,
20/03/24, 8:14 AM GMT-4,261,0.514022512,8.9650282,44.23893699,-73.09824736,15.78823369,533.5336997,,
20/03/24, 8:14 AM GMT-4,262,0.517445095,9.246971611,44.23898634,-73.09824046,15.78872649,532.0704013,,
20/03/24, 8:14 AM GMT-4,263,0.520893046,9.424118365,44.23903615,-73.09823515,15.79829295,531.5516752,,
20/03/24, 8:14 AM GMT-4,264,0.524046861,9.242564195,44.2390817,-73.0982299,15.79192104,530.0792019,,
20/03/24, 8:14 AM GMT-4,265,0.527371127,9.151509247,44.23912973,-73.09822489,15.77866097,529.1889625,,
20/03/24, 8:14 AM GMT-4,266,0.53040458,8.906604875,44.23917358,-73.09822054,15.76536803,528.7625829,,
20/03/24, 8:14 AM GMT-4,267,0.533820267,8.918105542,44.23922268,-73.0982118,15.74343478,528.9314875,,
20/03/24, 8:14 AM GMT-4,268,0.537372422,9.084442288,44.23927382,-73.09820368,15.71841021,530.8031445,,
20/03/24, 8:14 AM GMT-4,269,0.540930754,9.514712519,44.23932504,-73.09819545,15.70701493,530.5392906,,
20/03/24, 8:14 AM GMT-4,270,0.544683935,9.785399526,44.23937915,-73.09818783,15.68873774,531.198409,,
20/03/24, 8:14 AM GMT-4,271,0.54800771,9.785222462,44.23942709,-73.09818138,15.68007238,531.5584105,,
20/03/24, 8:14 AM GMT-4,272,0.551160888,9.523647883,44.23947269,-73.09817737,15.65349903,532.0930224,,
20/03/24, 8:14 AM GMT-4,273,0.554219544,9.555505648,44.23951699,-73.09817575,15.67425115,531.7390003,,
20/03/24, 8:14 AM GMT-4,274,0.557505296,9.541127147,44.2395646,-73.09817649,15.64887459,531.5933504,,
20/03/24, 8:14 AM GMT-4,275,0.560523588,9.18814669,44.23960802,-73.09816918,15.61892051,530.9877879,,
20/03/24, 8:14 AM GMT-4,276,0.563602536,9.135936093,44.23965228,-73.09816134,15.61576507,531.6877754,,
20/03/24, 8:14 AM GMT-4,277,0.566427462,9.126757533,44.23969288,-73.09815403,15.61357643,531.4351989,,
20/03/24, 8:14 AM GMT-4,278,0.5695175,9.10881214,44.23973746,-73.09814813,15.61920837,531.3189765,,
20/03/24, 8:14 AM GMT-4,279,0.572555605,9.13364172,44.23978139,-73.09814434,15.62904861,530.7933764,,
20/03/24, 8:14 AM GMT-4,280,0.575693764,9.554180863,44.23982662,-73.09813768,15.63733068,529.8642204,,
20/03/24, 8:14 AM GMT-4,281,0.579102454,10.18092349,44.23987591,-73.09813339,15.64417974,529.4377921,,
20/03/24, 8:14 AM GMT-4,282,0.582699038,10.68104465,44.2399277,-73.09812526,15.64999472,528.4646446,,
20/03/24, 8:14 AM GMT-4,283,0.586095563,10.51644068,44.23997666,-73.0981182,15.65530438,527.8819018,,
20/03/24, 8:14 AM GMT-4,284,0.589422419,10.43034248,44.2400248,-73.09811479,15.6551495,527.1566918,,
20/03/24, 8:14 AM GMT-4,285,0.592324089,10.00067597,44.24006681,-73.0981123,15.66473787,526.1039568,,
20/03/24, 8:14 AM GMT-4,286,0.595366077,9.780731847,44.24011071,-73.09810676,15.65433913,525.8316534,,
20/03/24, 8:14 AM GMT-4,287,0.598321276,9.542867927,44.24015345,-73.09810303,15.65830964,525.0189108,,
20/03/24, 8:14 AM GMT-4,288,0.601204204,9.27993443,44.24019513,-73.09809915,15.67462661,525.5191933,,
20/03/24, 8:14 AM GMT-4,289,0.604019395,8.995291318,44.24023515,-73.09808812,15.6693013,525.1542873,,
20/03/24, 8:14 AM GMT-4,290,0.606937436,8.7543373,44.24027743,-73.09808792,15.65741166,523.8331571,,
20/03/24, 8:14 AM GMT-4,291,0.60997603,8.642895921,44.24032145,-73.09808664,15.65587852,524.0248737,,
20/03/24, 8:14 AM GMT-4,292,0.612812748,8.343895107,44.24036248,-73.09808319,15.66735359,523.7365892,,
20/03/24, 8:14 AM GMT-4,293,0.615770748,8.065871651,44.24040513,-73.09807714,15.65243991,524.190723,,
20/03/24, 8:14 AM GMT-4,294,0.618600931,7.78368931,44.24044599,-73.09807226,15.65865225,524.0827801,,
20/03/24, 8:14 AM GMT-4,295,0.620885283,7.125935839,44.24047897,-73.09807609,15.6649741,523.0815202,,
20/03/24, 8:14 AM GMT-4,296,0.622942745,6.330586091,44.2405087,-73.0980729,15.68239712,522.8936791,,
20/03/24, 8:14 AM GMT-4,297,0.6252066,6.128325493,44.24054148,-73.0980712,15.68463425,522.1592118,,
20/03/24, 8:15 AM GMT-4,298,0.628532692,6.319565418,44.24058961,-73.09806763,15.67679178,523.1974807,,
20/03/24, 8:15 AM GMT-4,299,0.631831011,6.404524437,44.24063731,-73.09806353,15.62341824,525.1478092,,
20/03/24, 8:15 AM GMT-4,300,0.634407153,6.441821073,44.24067449,-73.09805892,15.60965754,525.7228596,,
20/03/24, 8:15 AM GMT-4,301,0.637078536,7.255628208,44.24071309,-73.09805482,15.61055553,526.2753061,,
20/03/24, 8:15 AM GMT-4,302,0.640166463,8.375992336,44.24075769,-73.09804977,15.60194336,527.3886056,,
20/03/24, 8:15 AM GMT-4,303,0.643640268,9.506934476,44.24080782,-73.09804349,15.59429018,529.0665205,,
20/03/24, 8:15 AM GMT-4,304,0.647306168,10.58512149,44.24086077,-73.09803746,15.55231819,529.1046049,,
20/03/24, 8:15 AM GMT-4,305,0.650945385,10.98611633,44.24091311,-73.09802849,15.506687,529.7335736,,
20/03/24, 8:15 AM GMT-4,306,0.654381239,10.68441314,44.24096243,-73.09801904,15.47691283,529.8772226,,
20/03/24, 8:15 AM GMT-4,307,0.657239938,10.11955887,44.24100352,-73.09801172,15.4355494,529.5578466,,
20/03/24, 8:15 AM GMT-4,308,0.660044795,9.82777237,44.24104395,-73.09800588,15.40883056,529.8768573,,
