Date, Time, Elapsed time (sec), Distance (mi), Speed (mph), Latitude, Longitude, Accuracy (ft), Altitude (ft),AVG_Speed =,50.79323461
9/5/2024, 8:26 AM GMT-4,71,0.209417306,13.31145054,44.23623258,-73.09859834,15.43067465,549.6572096,,
9/5/2024, 8:26 AM GMT-4,72,0.213184169,13.04504615,44.23628693,-73.09859122,15.42647729,548.7196561,,
9/5/2024, 8:26 AM GMT-4,73,0.216694947,12.63779965,44.23633736,-73.09858195,15.4277304,548.2015582,,
9/5/2024, 8:26 AM GMT-4,74,0.220488282,12.81068192,44.23639231,-73.09858005,15.38633724,547.2735918,,
9/5/2024, 8:26 AM GMT-4,75,0.224392341,13.00623593,44.23644857,-73.09857171,15.42699512,548.4036441,,
9/5/2024, 8:26 AM GMT-4,76,0.227710703,12.31768708,44.23649664,-73.09857058,15.39393878,547.204997,,
9/5/2024, 8:26 AM GMT-4,77,0.230989527,11.29905458,44.23654397,-73.0985648,15.39180334,546.7056666,,
9/5/2024, 8:26 AM GMT-4,78,0.233920532,10.36791867,44.23658508,-73.09854989,15.38984781,546.1800017,,
9/5/2024, 8:26 AM GMT-4,79,0.237163685,10.61839471,44.23663174,-73.09854212,15.40318298,546.0540137,,
9/5/2024, 8:26 AM GMT-4,80,0.24062785,11.40942877,44.23668189,-73.09853909,15.40653398,546.0260236,,
9/5/2024, 8:26 AM GMT-4,81,0.24426733,12.09269661,44.23673437,-73.09853183,15.38288455,546.4901448,,
9/5/2024, 8:26 AM GMT-4,82,0.247854352,11.84171285,44.23678634,-73.09853275,15.37327584,544.4542011,,
9/5/2024, 8:26 AM GMT-4,83,0.251463585,11.92726812,44.23683859,-73.09852935,15.37103558,543.2561695,,
9/5/2024, 8:26 AM GMT-4,84,0.25484367,12.05543198,44.23688749,-73.09852562,15.37207905,543.6370515,,
9/5/2024, 8:26 AM GMT-4,85,0.258180888,11.80281943,44.23693502,-73.09851317,15.37117951,544.9950357,,
9/5/2024, 8:26 AM GMT-4,86,0.261229563,11.11937559,44.2369781,-73.09849953,15.37379679,546.0229698,,
9/5/2024, 8:26 AM GMT-4,87,0.264921704,11.59262879,44.23703096,-73.09848799,15.36824621,545.3772356,,
9/5/2024, 8:26 AM GMT-4,88,0.268338387,11.41203887,44.23707959,-73.09847507,15.39188939,544.2790027,,
9/5/2024, 8:26 AM GMT-4,89,0.271730293,11.58595687,44.23712861,-73.09847002,15.41793552,543.9565405,,
9/5/2024, 8:26 AM GMT-4,90,0.275497879,12.03403276,44.2371832,-73.09847067,15.42418541,543.5905424,,
9/5/2024, 8:26 AM GMT-4,91,0.279229145,12.30084461,44.23723726,-73.09847154,15.42948099,544.2512616,,
9/5/2024, 8:26 AM GMT-4,92,0.282949982,12.30030382,44.23729111,-73.09846787,15.43423059,544.8602942,,
9/5/2024, 8:26 AM GMT-4,93,0.285853168,10.98872643,44.23733282,-73.09846016,15.45087139,544.4521283,,
9/5/2024, 8:26 AM GMT-4,94,0.289502351,11.47962316,44.23738558,-73.0984552,15.45642198,543.9049444,,
9/5/2024, 8:26 AM GMT-4,95,0.292766943,11.18650121,44.23743288,-73.09845416,15.465577,544.2694049,,
9/5/2024, 8:26 AM GMT-4,96,0.295259608,9.840083695,44.23746899,-73.09845352,15.46934883,545.3498646,,
9/5/2024, 8:26 AM GMT-4,97,0.297906156,9.21069683,44.23750728,-73.09845645,15.50580935,547.9563247,,
9/5/2024, 8:26 AM GMT-4,98,0.301568005,10.57653066,44.23756027,-73.09846045,15.53735758,552.3573915,,
9/5/2024, 8:26 AM GMT-4,99,0.304803421,10.56894994,44.23760714,-73.09846161,15.56756509,552.6059101,,
9/5/2024, 8:26 AM GMT-4,100,0.308487183,10.89884907,44.23766016,-73.09845293,15.56425163,553.0559479,,
9/5/2024, 8:26 AM GMT-4,101,0.312647509,12.01032637,44.23772005,-73.09844338,15.54754982,552.7214143,,
9/5/2024, 8:26 AM GMT-4,102,0.316318887,11.72921174,44.23777297,-73.09843581,15.53895486,553.1240093,,
9/5/2024, 8:26 AM GMT-4,103,0.320460656,12.3160231,44.23783297,-73.09843804,15.52801952,553.1029681,,
9/5/2024, 8:26 AM GMT-4,104,0.324510444,12.53508937,44.23789153,-73.09843293,15.51454824,554.4803808,,
9/5/2024, 8:26 AM GMT-4,105,0.328515065,12.33746285,44.23794877,-73.09841957,15.51010214,552.987195,,
9/5/2024, 8:26 AM GMT-4,106,0.332310848,11.97261053,44.23800372,-73.09841645,15.54395789,552.0600244,,
9/5/2024, 8:26 AM GMT-4,107,0.335386507,10.49284309,44.23804781,-73.09840731,15.58621461,552.5781238,,
9/5/2024, 8:26 AM GMT-4,108,0.339292267,10.96164834,44.23810439,-73.09840851,15.59302613,553.5495525,,
9/5/2024, 8:26 AM GMT-4,109,0.342758409,10.8899009,44.238154,-73.09839752,15.59803855,553.5795834,,
9/5/2024, 8:26 AM GMT-4,110,0.346222136,10.63777582,44.23820394,-73.09839056,15.61459487,552.5292035,,
9/5/2024, 8:26 AM GMT-4,111,0.349217455,9.535225349,44.23824728,-73.09838729,15.62526113,552.9408663,,
9/5/2024, 8:26 AM GMT-4,112,0.352453838,9.560983985,44.23829416,-73.09838916,15.62708682,552.8860046,,
9/5/2024, 8:26 AM GMT-4,113,0.356279104,10.07831348,44.2383495,-73.09838496,15.62276431,551.7139743,,
9/5/2024, 8:27 AM GMT-4,114,0.359419864,9.737027818,44.23839501,-73.09838432,15.60914285,549.2217078,,
9/5/2024, 8:27 AM GMT-4,115,0.361462077,7.278346346,44.23842454,-73.09838165,15.65955649,547.5191041,,
9/5/2024, 8:27 AM GMT-4,116,0.363579373,5.893818868,44.23845474,-73.09837409,15.64096797,545.930635,,
9/5/2024, 8:27 AM GMT-4,117,0.366508357,6.492653019,44.23849697,-73.09836818,15.66878035,543.5336747,,
9/5/2024, 8:27 AM GMT-4,118,0.369992203,7.940971227,44.23854715,-73.09836048,15.67702644,542.6902872,,
9/5/2024, 8:27 AM GMT-4,119,0.375027138,11.31540319,44.23861966,-73.09834919,15.62594792,542.1266064,,
9/5/2024, 8:27 AM GMT-4,120,0.379296493,12.3705494,44.23868116,-73.09833988,15.60852803,540.1247556,,
9/5/2024, 8:27 AM GMT-4,121,0.383317145,11.96596314,44.23873864,-73.09832659,15.62499518,538.0105052,,
9/5/2024, 8:27 AM GMT-4,122,0.387152282,10.8816802,44.23879375,-73.09831667,15.60319803,536.6935994,,
9/5/2024, 8:27 AM GMT-4,123,0.391460501,11.2396622,44.23885536,-73.09830264,15.59994715,535.4452475,,
9/5/2024, 8:27 AM GMT-4,124,0.395894532,11.78846439,44.23891878,-73.09828826,15.61189155,535.1325806,,
9/5/2024, 8:27 AM GMT-4,125,0.3989981,10.48083256,44.23896342,-73.09828066,15.636112,532.4020949,,
9/5/2024, 8:27 AM GMT-4,126,0.403118145,10.23026372,44.2390227,-73.09827069,15.61662237,531.2884628,,
9/5/2024, 8:27 AM GMT-4,127,0.408046122,11.77516961,44.23909375,-73.09826079,15.57533872,530.2529845,,
9/5/2024, 8:27 AM GMT-4,128,0.412806851,12.44177205,44.23916213,-73.09824804,15.55677054,528.0991766,,
9/5/2024, 8:27 AM GMT-4,129,0.416921649,12.48982376,44.23922133,-73.09823821,15.55972262,526.1764507,,
9/5/2024, 8:27 AM GMT-4,130,0.421520716,12.93116266,44.23928758,-73.09822804,15.56219285,525.772229,,
9/5/2024, 8:27 AM GMT-4,131,0.42559856,12.52921851,44.23934633,-73.09821929,15.56616493,525.0388708,,
9/5/2024, 8:27 AM GMT-4,132,0.429954399,13.17421906,44.23940943,-73.09821703,15.54287218,525.2256205,,
9/5/2024, 8:27 AM GMT-4,133,0.434409985,13.24036336,44.23947391,-73.09822154,15.5194402,527.9232742,,
9/5/2024, 8:27 AM GMT-4,134,0.438709119,13.00111919,44.23953619,-73.09821958,15.49906511,528.3670913,,
9/5/2024, 8:27 AM GMT-4,135,0.44237418,12.02836136,44.23958914,-73.09821394,15.50415888,528.2925872,,
9/5/2024, 8:27 AM GMT-4,136,0.446309232,12.27805981,44.23964613,-73.0982113,15.47224771,527.7684006,,
9/5/2024, 8:27 AM GMT-4,137,0.450287101,12.29022287,44.23970371,-73.09820768,15.48966447,527.4345892,,
9/5/2024, 8:27 AM GMT-4,138,0.454308773,12.29168418,44.23976159,-73.09819818,15.4878779,525.2166242,,
9/5/2024, 8:27 AM GMT-4,139,0.458650537,12.20670276,44.23982423,-73.09818998,15.47459905,523.0276872,,
9/5/2024, 8:27 AM GMT-4,140,0.463279376,13.08487502,44.23989085,-73.09817913,15.46012028,521.6844441,,
9/5/2024, 8:27 AM GMT-4,141,0.467372747,13.15413502,44.23994997,-73.09817246,15.44727947,523.2401699,,
9/5/2024, 8:27 AM GMT-4,142,0.471417864,13.28198955,44.24000858,-73.09817179,15.45835404,524.591376,,
9/5/2024, 8:27 AM GMT-4,143,0.475697426,13.93799797,44.24007047,-73.09816635,15.46512332,523.5677438,,
9/5/2024, 8:27 AM GMT-4,144,0.479869364,13.74627432,44.24013085,-73.09816221,15.46720713,521.4158542,,
9/5/2024, 8:27 AM GMT-4,145,0.483924469,13.49682226,44.24018955,-73.09815854,15.49335339,521.7697686,,
9/5/2024, 8:27 AM GMT-4,146,0.48796906,13.44128264,44.24024798,-73.09815217,15.51232988,521.8392678,,
9/5/2024, 8:27 AM GMT-4,147,0.491674418,12.5990737,44.24030163,-73.09814915,15.5223078,524.1074331,,
9/5/2024, 8:27 AM GMT-4,148,0.495143799,12.18785071,44.2403519,-73.09814874,15.53292243,522.1329406,,
9/5/2024, 8:27 AM GMT-4,149,0.498419269,11.2391342,44.24039935,-73.09814752,15.60106884,522.3717159,,
9/5/2024, 8:27 AM GMT-4,150,0.502237014,11.44483316,44.24045437,-73.09813943,15.65193304,522.2736087,,
9/5/2024, 8:27 AM GMT-4,151,0.506462797,12.27993925,44.24051511,-73.09812861,15.65610536,520.9649039,,
9/5/2024, 8:27 AM GMT-4,152,0.512263973,14.91323257,44.2405977,-73.09810679,15.60344677,518.9149737,,
9/5/2024, 8:27 AM GMT-4,153,0.517388592,15.54652019,44.24067069,-73.09808773,15.59009596,517.9507881,,
9/5/2024, 8:27 AM GMT-4,154,0.522689446,15.93747035,44.24074644,-73.09806997,15.57389632,517.3896653,,
9/5/2024, 8:27 AM GMT-4,155,0.527283787,15.44927225,44.2408122,-73.0980555,15.56815018,516.0579331,,
9/5/2024, 8:27 AM GMT-4,156,0.531943434,15.05946769,44.24087938,-73.09804597,15.51581855,516.6707289,,
9/5/2024, 8:27 AM GMT-4,157,0.536585601,14.85740282,44.24094651,-73.09804011,15.49583457,518.3524619,,
9/5/2024, 8:27 AM GMT-4,158,0.541284759,14.88261319,44.24101391,-73.09802659,15.48601154,515.1640497,,
9/5/2024, 8:27 AM GMT-4,159,0.546312809,15.54452982,44.24108632,-73.09801538,15.46931129,514.7593819,,
9/5/2024, 8:27 AM GMT-4,160,0.551363208,16.01497238,44.24115871,-73.09800034,15.46246066,514.2476418,,
9/5/2024, 8:27 AM GMT-4,161,0.555972672,15.91857136,44.24122506,-73.09798972,15.46048479,514.7099082,,
9/5/2024, 8:27 AM GMT-4,162,0.560660468,15.99963603,44.24129255,-73.09797889,15.45019399,512.3310138,,
9/5/2024, 8:27 AM GMT-4,163,0.565356242,15.8348198,44.24136006,-73.09796704,15.43966853,511.8460806,,
9/5/2024, 8:27 AM GMT-4,164,0.570209405,15.9931977,44.24143004,-73.09795737,15.43255196,510.9953995,,
9/5/2024, 8:27 AM GMT-4,165,0.575120733,16.17931075,44.24150089,-73.09794796,15.41550284,511.4350484,,
9/5/2024, 8:27 AM GMT-4,166,0.579928553,16.12532844,44.2415699,-73.09793474,15.40826424,509.5601138,,
9/5/2024, 8:27 AM GMT-4,167,0.584963747,16.51141785,44.24164214,-73.09792042,15.41297473,510.5309767,,
9/5/2024, 8:27 AM GMT-4,168,0.589526274,16.31675343,44.24170788,-73.09791064,15.42202963,509.9585211,,
9/5/2024, 8:27 AM GMT-4,169,0.59387336,15.95731012,44.24177064,-73.0979032,15.43477031,510.4871468,,
9/5/2024, 8:27 AM GMT-4,170,0.597927241,15.09785444,44.24182927,-73.09789794,15.45632029,511.7136296,,
9/5/2024, 8:27 AM GMT-4,171,0.601711429,14.05953577,44.2418841,-73.09789823,15.47235722,511.5660856,,
9/5/2024, 8:27 AM GMT-4,172,0.606594428,15.02142866,44.24195469,-73.09789148,15.47432371,513.3860181,,
9/5/2024, 8:27 AM GMT-4,173,0.61133274,15.54680286,44.24202297,-73.0978814,15.45716977,512.2450782,,
9/5/2024, 8:28 AM GMT-4,174,0.61589802,15.44701201,44.24208898,-73.09787535,15.45648142,510.081168,,
9/5/2024, 8:28 AM GMT-4,175,0.62048628,15.38083784,44.24215527,-73.09786833,15.45126563,509.040651,,
9/5/2024, 8:28 AM GMT-4,176,0.624691384,14.77375365,44.24221617,-73.09786566,15.40229908,507.6452218,,
9/5/2024, 8:28 AM GMT-4,177,0.62893811,14.59626557,44.24227755,-73.09785948,15.39379642,506.7376708,,
9/5/2024, 8:28 AM GMT-4,178,0.633218528,14.73234826,44.24233942,-73.09785332,15.40580652,508.6695212,,
9/5/2024, 8:28 AM GMT-4,179,0.637618596,14.89459172,44.24240306,-73.09784803,15.41416838,508.9455401,,
9/5/2024, 8:28 AM GMT-4,180,0.641495039,14.20934417,44.24245919,-73.09784479,15.42933237,507.1123082,,
9/5/2024, 8:28 AM GMT-4,181,0.645243196,13.60532555,44.24251348,-73.09784267,15.43381758,505.5112656,,
9/5/2024, 8:28 AM GMT-4,182,0.649164469,12.99902321,44.24256998,-73.09783429,15.41378823,505.3886659,,
9/5/2024, 8:28 AM GMT-4,183,0.653616208,13.78270376,44.24263381,-73.09782128,15.40305939,503.7438304,,
9/5/2024, 8:28 AM GMT-4,184,0.658265549,15.13135486,44.24270035,-73.09780662,15.41668555,500.9048681,,
9/5/2024, 8:28 AM GMT-4,185,0.662692256,15.36484976,44.2427636,-73.09779171,15.43052759,500.1681527,,
9/5/2024, 8:28 AM GMT-4,186,0.66762362,16.423597,44.24283474,-73.09778231,15.4344762,500.4841316,,
9/5/2024, 8:28 AM GMT-4,187,0.672500294,16.91466439,44.24290535,-73.09777822,15.43078103,499.8013721,,
9/5/2024, 8:28 AM GMT-4,188,0.677148485,16.77907556,44.24297253,-73.09777165,15.42760681,499.3456427,,
9/5/2024, 8:28 AM GMT-4,189,0.681682205,16.28627698,44.24303801,-73.09776418,15.4173254,498.1024688,,
9/5/2024, 8:28 AM GMT-4,190,0.686244717,15.84212425,44.24310412,-73.09776545,15.40756181,496.2837854,,
9/5/2024, 8:28 AM GMT-4,191,0.690851417,15.59909345,44.24317059,-73.09775702,15.40154033,495.4403554,,
9/5/2024, 8:28 AM GMT-4,192,0.695250453,15.22766308,44.24323411,-73.09774946,15.3956534,495.4428181,,
9/5/2024, 8:28 AM GMT-4,193,0.699277986,14.60689691,44.24329245,-73.09774775,15.3907145,495.0671858,,
9/5/2024, 8:28 AM GMT-4,194,0.703381253,14.33037851,44.2433519,-73.09774615,15.38116994,495.0409109,,
9/5/2024, 8:28 AM GMT-4,195,0.70751444,14.34517727,44.24341177,-73.09774807,15.37794565,494.5185368,,
9/5/2024, 8:28 AM GMT-4,196,0.711858922,14.73698928,44.24347468,-73.09774481,15.37313191,495.6107964,,
9/5/2024, 8:28 AM GMT-4,197,0.716233951,15.26282534,44.24353773,-73.09773556,15.37166292,495.0745131,,
9/5/2024, 8:28 AM GMT-4,198,0.720773952,15.75745536,44.24360324,-73.09772719,15.3718616,494.5058613,,
9/5/2024, 8:28 AM GMT-4,199,0.725225512,15.66141273,44.24366766,-73.09772256,15.37350581,493.8673295,,
9/5/2024, 8:28 AM GMT-4,200,0.729753901,15.75165276,44.24373328,-73.09772169,15.37372796,493.1394689,,
9/5/2024, 8:28 AM GMT-4,201,0.734333088,15.88995623,44.2437996,-73.09772438,15.37002653,492.4739807,,
9/5/2024, 8:28 AM GMT-4,202,0.73901812,16.05777082,44.24386745,-73.09772762,15.36995926,492.213806,,
9/5/2024, 8:28 AM GMT-4,203,0.743650035,15.90312941,44.24393456,-73.09772642,15.37138758,493.0060225,,
9/5/2024, 8:28 AM GMT-4,204,0.748388604,16.16663357,44.24400307,-73.09772,15.36961978,492.695392,,
9/5/2024, 8:28 AM GMT-4,205,0.753215086,16.60002909,44.24407292,-73.0977151,15.36812575,492.1614206,,
9/5/2024, 8:28 AM GMT-4,206,0.758117057,16.97412824,44.24414394,-73.09771372,15.3627144,491.562218,,
9/5/2024, 8:28 AM GMT-4,207,0.76285979,16.66835577,44.24421266,-73.09771414,15.36612015,491.7424158,,
9/5/2024, 8:28 AM GMT-4,208,0.767583773,16.62426241,44.24428112,-73.0977138,15.37215102,491.254409,,
9/5/2024, 8:28 AM GMT-4,209,0.772340525,16.67848685,44.24435003,-73.09771551,15.3759604,491.3423703,,
9/5/2024, 8:28 AM GMT-4,210,0.777099936,16.65339061,44.24441894,-73.09771952,15.38007797,491.0123858,,
9/5/2024, 8:28 AM GMT-4,211,0.781657918,16.40760252,44.24448494,-73.09772287,15.38441612,491.3374011,,
9/5/2024, 8:28 AM GMT-4,212,0.786118128,16.07891298,44.24454953,-73.09771969,15.3910399,491.3242795,,
9/5/2024, 8:28 AM GMT-4,213,0.790556145,15.93155041,44.24461381,-73.09771708,15.39809703,491.3067258,,
9/5/2024, 8:28 AM GMT-4,214,0.795157664,16.00427811,44.24468048,-73.09771652,15.40040456,491.3271188,,
9/5/2024, 8:28 AM GMT-4,215,0.79980467,16.05296661,44.24474782,-73.09771691,15.40261666,491.1056307,,
9/5/2024, 8:28 AM GMT-4,216,0.804388366,16.21223517,44.24481422,-73.09771921,15.3953718,490.270306,,
9/5/2024, 8:28 AM GMT-4,217,0.809112091,16.59225745,44.24488263,-73.09772217,15.39341001,489.4735794,,
9/5/2024, 8:28 AM GMT-4,218,0.813969853,17.07220284,44.24495302,-73.09772153,15.39055962,488.7611169,,
9/5/2024, 8:28 AM GMT-4,219,0.818788166,17.31382885,44.2450228,-73.09771833,15.38712727,487.0706878,,
9/5/2024, 8:28 AM GMT-4,220,0.823582318,17.41005387,44.24509218,-73.09771327,15.38389204,484.9659694,,
9/5/2024, 8:28 AM GMT-4,221,0.828425036,17.50635036,44.24516213,-73.09770548,15.38132951,483.083092,,
9/5/2024, 8:28 AM GMT-4,222,0.833346057,17.60074394,44.24523329,-73.09769909,15.38495428,481.7686536,,
9/5/2024, 8:28 AM GMT-4,223,0.838190817,17.53424444,44.24530341,-73.09769453,15.38829277,480.7478162,,
9/5/2024, 8:28 AM GMT-4,224,0.843121864,17.43522478,44.24537485,-73.09769241,15.38866041,479.6052465,,
9/5/2024, 8:28 AM GMT-4,225,0.84787558,17.23832359,44.24544373,-73.09769312,15.3881066,477.900387,,
9/5/2024, 8:28 AM GMT-4,226,0.852802262,17.3934578,44.24551511,-73.09769482,15.38444585,477.0614828,,
9/5/2024, 8:28 AM GMT-4,227,0.857713353,17.40873122,44.24558625,-73.09769239,15.38327096,475.4864707,,
9/5/2024, 8:28 AM GMT-4,228,0.862585205,17.52726639,44.24565684,-73.09769104,15.38144997,474.0797149,,
9/5/2024, 8:28 AM GMT-4,229,0.867468247,17.52677359,44.24572759,-73.0976908,15.37853544,472.4743015,,
9/5/2024, 8:28 AM GMT-4,230,0.872380112,17.58173936,44.24579876,-73.09768959,15.37607773,471.049831,,
9/5/2024, 8:28 AM GMT-4,231,0.877386796,17.75803492,44.2458713,-73.09769124,15.37658617,470.9083504,,
9/5/2024, 8:28 AM GMT-4,232,0.882370079,17.67734679,44.2459435,-73.09769283,15.37823351,470.0071699,,
9/5/2024, 8:28 AM GMT-4,233,0.887209046,17.45657814,44.24601361,-73.09769371,15.3792144,469.2996088,,
9/5/2024, 8:29 AM GMT-4,234,0.89203889,17.43251441,44.24608358,-73.09769606,15.38205853,468.947369,,
9/5/2024, 8:29 AM GMT-4,235,0.89698655,17.58440279,44.24615527,-73.09769675,15.38429722,468.5333068,,
9/5/2024, 8:29 AM GMT-4,236,0.901960988,17.77089451,44.24622734,-73.09769528,15.38456161,467.0608223,,
9/5/2024, 8:29 AM GMT-4,237,0.906869538,17.92242769,44.24629847,-73.09769606,15.37960864,465.9918667,,
9/5/2024, 8:29 AM GMT-4,238,0.911888073,17.96256589,44.24637116,-73.09769867,15.38111831,465.5407359,,
9/5/2024, 8:29 AM GMT-4,239,0.916792236,17.81875529,44.24644222,-73.09769891,15.37671601,465.0412104,,
9/5/2024, 8:29 AM GMT-4,240,0.921917314,18.03877835,44.24651648,-73.09769783,15.37709773,464.1331541,,
9/5/2024, 8:29 AM GMT-4,241,0.926958833,18.02947925,44.24658953,-73.09769941,15.37842906,463.4359391,,
9/5/2024, 8:29 AM GMT-4,242,0.931966484,17.77167743,44.24666193,-73.09770607,15.38123408,462.8522142,,
9/5/2024, 8:29 AM GMT-4,243,0.937049875,18.0106016,44.24673548,-73.09771164,15.38318648,462.2410453,,
9/5/2024, 8:29 AM GMT-4,244,0.942246174,18.23989176,44.2468106,-73.09771887,15.38671426,461.3557937,,
9/5/2024, 8:29 AM GMT-4,245,0.947232772,17.85423968,44.24688269,-73.09772569,15.39195509,460.0905573,,
9/5/2024, 8:29 AM GMT-4,246,0.952316244,18.09111481,44.24695624,-73.09773149,15.39425167,458.9480122,,
9/5/2024, 8:29 AM GMT-4,247,0.957514306,18.4870057,44.24703145,-73.09773714,15.39504171,458.0899555,,
9/5/2024, 8:29 AM GMT-4,248,0.962771625,18.81914693,44.24710754,-73.0977423,15.39647628,457.7859232,,
9/5/2024, 8:29 AM GMT-4,249,0.968023073,19.03262713,44.24718345,-73.09774965,15.39666871,456.4320748,,
9/5/2024, 8:29 AM GMT-4,250,0.973273819,18.98589914,44.24725926,-73.09775873,15.39861798,455.4245418,,
9/5/2024, 8:29 AM GMT-4,251,0.978514529,18.97869282,44.24733491,-73.09776795,15.40120085,454.5937128,,
9/5/2024, 8:29 AM GMT-4,252,0.983856586,19.25643895,44.24741218,-73.09777442,15.40012296,454.314201,,
9/5/2024, 8:29 AM GMT-4,253,0.989308824,19.53446241,44.24749094,-73.09778294,15.39967867,453.4782279,,
9/5/2024, 8:29 AM GMT-4,254,0.994934784,19.81334772,44.2475722,-73.0977921,15.40306408,452.2012386,,
9/5/2024, 8:29 AM GMT-4,255,1.000510666,19.83504987,44.24765267,-73.09780221,15.40199402,450.6376618,,
9/5/2024, 8:29 AM GMT-4,256,1.006007477,19.87803604,44.24773194,-73.09781305,15.39912486,449.3997566,,
9/5/2024, 8:29 AM GMT-4,257,1.01151677,19.90770823,44.24781149,-73.09782248,15.38897642,447.8964637,,
