Date, Time, Elapsed time (sec), Distance (mi), Speed (mph), Latitude, Longitude, Accuracy (ft), Altitude (ft),AVG Speed =,48.45855869
18/04/24, 9:40 PM GMT-4,75,0.410523461,34.72502831,44.13094128,-72.65850939,15.92932462,824.7860802,,
18/04/24, 9:40 PM GMT-4,76,0.420197636,34.79080888,44.1308059,-72.65845869,16.34405093,826.7811854,,
18/04/24, 9:40 PM GMT-4,77,0.430038125,35.21494692,44.13066933,-72.65840158,16.43335934,827.5504029,,
18/04/24, 9:40 PM GMT-4,78,0.440320803,35.37467201,44.13053024,-72.65832713,16.20310081,826.0640161,,
18/04/24, 9:40 PM GMT-4,79,0.450018102,35.08544441,44.13039547,-72.65827173,16.13584298,827.8125393,,
18/04/24, 9:40 PM GMT-4,80,0.459944495,35.08815372,44.13025351,-72.65823949,15.78464646,825.6439416,,
18/04/24, 9:40 PM GMT-4,81,0.469835511,35.23487842,44.13011407,-72.65819332,15.72294079,824.9663012,,
18/04/24, 9:40 PM GMT-4,82,0.479958173,35.77589404,44.12997171,-72.6581441,15.68943078,827.161034,,
18/04/24, 9:40 PM GMT-4,83,0.489542394,35.46006622,44.12983597,-72.65810322,15.67308878,828.843532,,
18/04/24, 9:40 PM GMT-4,84,0.499517755,36.00304448,44.12969542,-72.65805619,15.669816,831.4383899,,
18/04/24, 9:40 PM GMT-4,85,0.509510343,36.39013335,44.1295568,-72.65799793,15.65168117,831.364567,,
18/04/24, 9:40 PM GMT-4,86,0.519917755,36.27147445,44.12941181,-72.65794014,15.60686348,833.6283594,,
18/04/24, 9:40 PM GMT-4,87,0.530157995,35.96038684,44.12927062,-72.65787655,15.63071316,836.1108338,,
18/04/24, 9:40 PM GMT-4,88,0.540232837,35.53625734,44.12913082,-72.65781801,15.66069696,837.3197111,,
18/04/24, 9:40 PM GMT-4,89,0.550078798,35.18656751,44.1289958,-72.65775377,15.68987351,839.6052895,,
18/04/24, 9:40 PM GMT-4,90,0.560768763,36.49016419,44.12885426,-72.6576661,15.79739028,848.5525996,,
18/04/24, 9:40 PM GMT-4,91,0.570411682,35.90227125,44.1287256,-72.65759019,15.84755518,848.7428071,,
18/04/24, 9:40 PM GMT-4,92,0.580125761,35.17202475,44.12859859,-72.65750563,15.85942135,850.3364686,,
18/04/24, 9:40 PM GMT-4,93,0.590565466,36.24858405,44.12846051,-72.65741955,15.88060212,856.5695645,,
18/04/24, 9:40 PM GMT-4,94,0.600284312,35.7451872,44.12833626,-72.6573272,15.9090653,858.3139321,,
18/04/24, 9:40 PM GMT-4,95,0.609872154,35.34050707,44.1282136,-72.65723632,15.88448346,861.0319942,,
18/04/24, 9:40 PM GMT-4,96,0.620282124,36.21359779,44.12807147,-72.65716592,15.94862182,863.2889424,,
18/04/24, 9:40 PM GMT-4,97,0.630425761,36.85010457,44.12792995,-72.65711066,16.08850813,864.0996135,,
18/04/24, 9:40 PM GMT-4,98,0.641261367,37.86706562,44.12777676,-72.65706265,16.46857615,866.2686552,,
18/04/24, 9:40 PM GMT-4,99,0.651785143,37.76691958,44.12762427,-72.65706384,16.03893928,865.1844776,,
18/04/24, 9:40 PM GMT-4,100,0.662628809,38.07933837,44.12746724,-72.65705653,16.06585055,866.8624364,,
18/04/24, 9:40 PM GMT-4,101,0.673214085,37.93935066,44.12731403,-72.65704634,16.13776097,868.904811,,
18/04/24, 9:40 PM GMT-4,102,0.68401322,38.67551709,44.12715788,-72.65703208,16.13691305,869.3897419,,
18/04/24, 9:40 PM GMT-4,103,0.695338251,39.59349262,44.12699587,-72.65699575,16.17666826,871.3437325,,
18/04/24, 9:40 PM GMT-4,104,0.705620103,38.79195734,44.12684782,-72.65697253,16.17034797,872.5980438,,
18/04/24, 9:40 PM GMT-4,105,0.716135447,38.07356991,44.12669588,-72.65695645,16.0708442,874.3858094,,
18/04/24, 9:40 PM GMT-4,106,0.727971613,39.33255057,44.12652453,-72.65694649,16.00291211,877.5962223,,
18/04/24, 9:40 PM GMT-4,107,0.738845046,39.50801947,44.12636793,-72.65692231,16.02048531,879.1049156,,
18/04/24, 9:40 PM GMT-4,108,0.750184613,39.54998592,44.12620501,-72.65689259,16.09079533,879.0443186,,
18/04/24, 9:40 PM GMT-4,109,0.760814812,39.10047218,44.12605114,-72.65688255,16.16096767,882.6518729,,
18/04/24, 9:40 PM GMT-4,110,0.77204445,39.62573971,44.12588844,-72.65688629,16.18768808,882.0122623,,
18/04/24, 9:40 PM GMT-4,111,0.782340586,38.85660513,44.12573963,-72.65690114,16.12647051,878.1053205,,
18/04/24, 9:40 PM GMT-4,112,0.793604679,39.61030309,44.12557646,-72.65690624,16.11314003,879.8690459,,
18/04/24, 9:40 PM GMT-4,113,0.805074126,40.47578643,44.12541038,-72.65691516,16.08050296,880.2980679,,
18/04/24, 9:40 PM GMT-4,114,0.815340822,39.06012705,44.12526189,-72.65690266,16.00721272,881.5970905,,
18/04/24, 9:40 PM GMT-4,115,0.826385123,39.21809856,44.1251019,-72.65689757,15.98555949,881.2352427,,
18/04/24, 9:40 PM GMT-4,116,0.83692667,38.6453521,44.12494916,-72.65689944,15.99192514,883.6147898,,
18/04/24, 9:40 PM GMT-4,117,0.848170929,39.0726581,44.12478623,-72.65690137,16.00411828,887.1316563,,
18/04/24, 9:40 PM GMT-4,118,0.859016624,39.04389683,44.12462914,-72.656895,15.97881525,886.2018167,,
18/04/24, 9:40 PM GMT-4,119,0.869232539,38.65907781,44.12448146,-72.65688083,15.93243157,886.7557874,,
18/04/24, 9:40 PM GMT-4,120,0.880321921,39.23170053,44.12432085,-72.65687411,15.88547844,886.4096998,,
18/04/24, 9:40 PM GMT-4,121,0.892333332,40.91801706,44.1241469,-72.65686597,16.01756453,886.0071245,,
18/04/24, 9:40 PM GMT-4,122,0.904369904,41.84790498,44.12397407,-72.65683327,15.96706171,885.8609149,,
18/04/24, 9:40 PM GMT-4,123,0.916121983,41.83761817,44.12380742,-72.65678454,16.01485337,882.8059169,,
18/04/24, 9:40 PM GMT-4,124,0.928077311,42.03234659,44.12363741,-72.65673818,15.99210192,882.9522229,,
18/04/24, 9:40 PM GMT-4,125,0.940101671,42.52595155,44.12346876,-72.6566772,16.00354257,880.2848419,,
18/04/24, 9:41 PM GMT-4,126,0.951340992,41.65389336,44.12331036,-72.6566245,15.96794092,878.1807451,,
18/04/24, 9:41 PM GMT-4,127,0.963046227,41.84911244,44.12314498,-72.65657205,15.91579076,877.4581259,,
18/04/24, 9:41 PM GMT-4,128,0.974950002,42.28072772,44.12297513,-72.65653018,15.82853332,879.2920219,,
18/04/24, 9:41 PM GMT-4,129,0.987004561,42.97765407,44.12280602,-72.65646925,15.79056938,880.8214607,,
18/04/24, 9:41 PM GMT-4,130,0.99898221,42.92854104,44.12263874,-72.65640484,15.76674942,877.6754222,,
18/04/24, 9:41 PM GMT-4,131,1.010559332,42.14913671,44.12247423,-72.6563591,15.72899512,878.9159201,,
18/04/24, 9:41 PM GMT-4,132,1.021885003,41.50442522,44.12231406,-72.65630927,15.69180245,878.2021115,,
18/04/24, 9:41 PM GMT-4,133,1.033752592,41.89061382,44.12214469,-72.65626785,15.69853261,880.2614094,,
18/04/24, 9:41 PM GMT-4,134,1.045574365,41.95797945,44.12197617,-72.65622504,15.68881439,878.9402064,,
18/04/24, 9:41 PM GMT-4,135,1.057595284,42.32141845,44.12180299,-72.65619905,15.73383389,877.6198358,,
18/04/24, 9:41 PM GMT-4,136,1.069768567,42.92767065,44.1216268,-72.65618708,15.79120141,876.1996601,,
18/04/24, 9:41 PM GMT-4,137,1.081001737,41.97072383,44.1214644,-72.65617187,15.85697772,873.5983443,,
18/04/24, 9:41 PM GMT-4,138,1.09241034,41.44724828,44.12130106,-72.65613638,16.11650355,870.646958,,
18/04/24, 9:41 PM GMT-4,139,1.103704944,41.21945358,44.12113826,-72.65611304,16.09326556,866.5132038,,
18/04/24, 9:41 PM GMT-4,140,1.115912641,42.27113636,44.1209618,-72.65609579,16.11408807,862.5850406,,
18/04/24, 9:41 PM GMT-4,141,1.128622671,43.34516343,44.12077774,-72.65608699,16.13667682,854.8636119,,
18/04/24, 9:41 PM GMT-4,142,1.140541256,43.284074,44.12060506,-72.65609073,16.10174005,850.8973134,,
18/04/24, 9:41 PM GMT-4,143,1.15232156,42.85582508,44.12043481,-72.65610787,16.10072005,847.0176501,,
18/04/24, 9:41 PM GMT-4,144,1.164842075,43.71661087,44.12025437,-72.65613422,16.01814493,841.8372538,,
18/04/24, 9:41 PM GMT-4,145,1.176789147,42.86995185,44.12008256,-72.65616375,15.95825243,841.0143095,,
18/04/24, 9:41 PM GMT-4,146,1.188605929,42.63044955,44.11991203,-72.65618534,15.91579076,838.6075203,,
18/04/24, 9:41 PM GMT-4,147,1.200683068,42.12334074,44.11973793,-72.65620997,15.95853872,834.9598163,,
18/04/24, 9:41 PM GMT-4,148,1.212407487,40.83664413,44.11956817,-72.65621916,16.01008031,830.1441391,,
18/04/24, 9:41 PM GMT-4,149,1.222712804,38.49695488,44.11941888,-72.65622365,15.99114606,827.8478957,,
18/04/24, 9:41 PM GMT-4,150,1.233570374,37.92341911,44.1192619,-72.65620915,15.9799917,827.1334781,,
18/04/24, 9:41 PM GMT-4,151,1.243526894,36.47335799,44.11911808,-72.6561932,15.96319132,823.5859898,,
18/04/24, 9:41 PM GMT-4,152,1.253084071,35.11510167,44.11898062,-72.65616978,15.96945059,820.831592,,
18/04/24, 9:41 PM GMT-4,153,1.261752439,33.43789651,44.11885505,-72.65617397,15.99342386,818.198659,,
18/04/24, 9:41 PM GMT-4,154,1.270827976,31.94391696,44.11872528,-72.65614429,16.03029583,817.112547,,
18/04/24, 9:41 PM GMT-4,155,1.278314834,28.91425382,44.11861797,-72.65612208,16.02739851,816.8388346,,
18/04/24, 9:41 PM GMT-4,156,1.284042107,23.67429726,44.11853673,-72.65609847,16.17341894,811.0965019,,
18/04/24, 9:41 PM GMT-4,157,1.28904901,19.7856403,44.11848015,-72.65603522,16.05150006,813.2656061,,
18/04/24, 9:41 PM GMT-4,158,1.291866931,16.70277884,44.11844766,-72.65600077,16.03803974,814.9361478,,
18/04/24, 9:41 PM GMT-4,159,1.29625486,14.76989023,44.11844335,-72.65591241,15.95593708,812.249527,,
18/04/24, 9:41 PM GMT-4,160,1.301436119,15.40591275,44.11843902,-72.655808,16.0159031,812.4741301,,
18/04/24, 9:41 PM GMT-4,161,1.30906283,18.69267799,44.11845434,-72.65565555,15.99306404,811.9435966,,
18/04/24, 9:41 PM GMT-4,162,1.318190375,24.41533191,44.11847511,-72.65547361,16.01294634,814.8973651,,
18/04/24, 9:41 PM GMT-4,163,1.327844507,29.08234787,44.11850624,-72.65528363,15.92468609,814.7501736,,
18/04/24, 9:41 PM GMT-4,164,1.338237488,33.93093401,44.11852962,-72.6550764,15.89809554,816.8384543,,
18/04/24, 9:41 PM GMT-4,165,1.348828065,36.47208653,44.11853672,-72.65486287,15.86889395,819.8728061,,
18/04/24, 9:41 PM GMT-4,166,1.359754384,38.01910654,44.11853865,-72.65464235,15.90845048,821.5080673,,
18/04/24, 9:41 PM GMT-4,167,1.371721172,40.13839939,44.11851553,-72.65440297,16.01704983,829.1058929,,
18/04/24, 9:41 PM GMT-4,168,1.383575134,41.27353722,44.1184865,-72.65416715,16.33490217,831.9333418,,
18/04/24, 9:41 PM GMT-4,169,1.395765749,42.14311224,44.11844774,-72.65392709,16.82647311,837.3773777,,
18/04/24, 9:41 PM GMT-4,170,1.407673088,41.95843171,44.11838064,-72.65370567,16.86762222,844.724807,,
18/04/24, 9:41 PM GMT-4,171,1.419935259,41.53508513,44.11827284,-72.65350894,16.68475641,848.2168481,,
18/04/24, 9:41 PM GMT-4,172,1.433407909,42.33914624,44.1181436,-72.65330512,16.21789872,853.5742043,,
18/04/24, 9:41 PM GMT-4,173,1.446032198,43.13241282,44.11802933,-72.65310614,16.07985373,864.0451422,,
18/04/24, 9:41 PM GMT-4,174,1.458996213,45.18192515,44.11790312,-72.65291234,15.86436025,871.5261695,,
18/04/24, 9:41 PM GMT-4,175,1.470495064,45.00855115,44.11777143,-72.65277016,15.80358697,876.2360721,,
18/04/24, 9:41 PM GMT-4,176,1.481394831,43.08670028,44.11763551,-72.65265811,15.73175477,880.8805536,,
18/04/24, 9:41 PM GMT-4,177,1.493493657,43.09148316,44.11748935,-72.65252326,15.75990662,891.4936166,,
18/04/24, 9:41 PM GMT-4,178,1.506253613,44.18904061,44.11733249,-72.65238692,15.7447442,897.0493499,,
18/04/24, 9:41 PM GMT-4,179,1.519509457,45.78306167,44.11717081,-72.65224247,15.72951138,904.8770809,,
18/04/24, 9:41 PM GMT-4,180,1.532162059,46.00674336,44.11702021,-72.65209683,15.71438338,912.5994904,,
18/04/24, 9:41 PM GMT-4,181,1.54498307,46.21388336,44.11686329,-72.6519583,15.66056085,919.4333054,,
18/04/24, 9:41 PM GMT-4,182,1.557379455,45.61226045,44.11671317,-72.65182091,15.65890882,925.5483587,,
18/04/24, 9:41 PM GMT-4,183,1.569673572,45.08143778,44.11656909,-72.65167499,15.61956975,930.7642921,,
18/04/24, 9:41 PM GMT-4,184,1.582192079,45.14119175,44.11643314,-72.65150772,15.57866782,937.7288616,,
18/04/24, 9:41 PM GMT-4,185,1.595025945,45.64285209,44.11630525,-72.65131966,15.56146382,944.6604031,,
18/04/24, 9:42 PM GMT-4,186,1.608095631,45.90727997,44.11618056,-72.65112111,15.5768703,953.0733318,,
18/04/24, 9:42 PM GMT-4,187,1.621067281,45.86936681,44.11607245,-72.65090695,15.62488724,961.2699574,,
18/04/24, 9:42 PM GMT-4,188,1.634161471,45.86930281,44.11597694,-72.65067859,15.69367194,966.1630672,,
18/04/24, 9:42 PM GMT-4,189,1.646838359,45.72786018,44.11589157,-72.65045204,15.71827724,971.481561,,
18/04/24, 9:42 PM GMT-4,190,1.659829334,45.9424369,44.1158172,-72.65021118,15.77361569,978.6955813,,
18/04/24, 9:42 PM GMT-4,191,1.672059581,45.33525031,44.11576565,-72.64997501,15.80595082,986.0794246,,
18/04/24, 9:42 PM GMT-4,192,1.684891457,45.32624775,44.11573826,-72.64971884,15.95123128,992.4179924,,
18/04/24, 9:42 PM GMT-4,193,1.698025502,45.59105536,44.11572295,-72.64945462,16.0011224,999.4341566,,
18/04/24, 9:42 PM GMT-4,194,1.711657258,46.24229904,44.11572621,-72.64917952,15.91986297,1007.052959,,
18/04/24, 9:42 PM GMT-4,195,1.725164599,46.9177643,44.11573518,-72.64890719,15.84966246,1014.206665,,
18/04/24, 9:42 PM GMT-4,196,1.73787155,46.65253856,44.11577059,-72.64865551,15.89546104,1019.921205,,
18/04/24, 9:42 PM GMT-4,197,1.750815314,46.60093809,44.11582071,-72.64840377,15.97288607,1026.734184,,
18/04/24, 9:42 PM GMT-4,198,1.763684647,46.57411814,44.11587755,-72.64815639,16.05145782,1032.422561,,
18/04/24, 9:42 PM GMT-4,199,1.776571742,46.46100158,44.1159333,-72.64790815,16.15519807,1038.611766,,
18/04/24, 9:42 PM GMT-4,200,1.789981386,47.05864374,44.11599265,-72.64765043,16.2982148,1045.469427,,
18/04/24, 9:42 PM GMT-4,201,1.803477342,47.77506853,44.11605465,-72.64739209,16.57755096,1050.702632,,
18/04/24, 9:42 PM GMT-4,202,1.817078197,48.20315532,44.11611339,-72.64713006,16.83447515,1057.270245,,
18/04/24, 9:42 PM GMT-4,203,1.829933281,47.67768299,44.11616127,-72.64687932,17.16825961,1060.76836,,
18/04/24, 9:42 PM GMT-4,204,1.843455717,47.8758887,44.1162332,-72.64662545,17.31742454,1063.269462,,
18/04/24, 9:42 PM GMT-4,205,1.856389468,47.69717717,44.11629124,-72.64637724,17.58020124,1066.445943,,
18/04/24, 9:42 PM GMT-4,206,1.868703758,46.89960558,44.11634389,-72.64613976,18.00229131,1069.533966,,
18/04/24, 9:42 PM GMT-4,207,1.881113806,46.25374637,44.11640454,-72.64590396,18.00603342,1071.718,,
18/04/24, 9:42 PM GMT-4,208,1.8933021,45.83882636,44.11646444,-72.64567254,17.83874305,1073.342538,,
18/04/24, 9:42 PM GMT-4,209,1.905624021,45.89260707,44.11652328,-72.64543773,17.86503167,1074.098207,,
18/04/24, 9:42 PM GMT-4,210,1.917731766,46.10173959,44.1165725,-72.64520317,17.75795607,1077.601369,,
18/04/24, 9:42 PM GMT-4,211,1.931153522,47.29826124,44.11663365,-72.64494602,17.74519191,1078.47419,,
18/04/24, 9:42 PM GMT-4,212,1.94428825,47.45761087,44.11669327,-72.64469426,17.54998122,1079.790232,,
18/04/24, 9:42 PM GMT-4,213,1.958154318,47.96049999,44.11675245,-72.64442681,17.46846052,1082.450109,,
18/04/24, 9:42 PM GMT-4,214,1.971396739,48.60538641,44.11681057,-72.64417209,17.46456197,1083.421552,,
18/04/24, 9:42 PM GMT-4,215,1.984627123,49.30028185,44.11687268,-72.64391945,17.57213037,1083.023545,,
18/04/24, 9:42 PM GMT-4,216,1.998041213,49.31012067,44.11693885,-72.64366488,17.71410989,1086.484264,,
18/04/24, 9:42 PM GMT-4,217,2.011278031,48.9870524,44.11701502,-72.64341969,18.03524283,1088.727744,,
18/04/24, 9:42 PM GMT-4,218,2.024852287,49.37464046,44.1170931,-72.64316822,18.19534153,1088.127333,,
18/04/24, 9:42 PM GMT-4,219,2.038972228,50.05110412,44.1171873,-72.64291523,18.42520271,1090.343377,,
18/04/24, 9:42 PM GMT-4,220,2.052675967,50.30545425,44.11728509,-72.64267451,18.35358953,1090.65666,,
18/04/24, 9:42 PM GMT-4,221,2.066939332,50.94143197,44.11738123,-72.64241967,18.30785508,1094.587731,,
18/04/24, 9:42 PM GMT-4,222,2.080762208,51.24902948,44.11748473,-72.6421808,18.71938997,1097.084023,,
18/04/24, 9:42 PM GMT-4,223,2.094663421,51.33356824,44.11760065,-72.64195135,18.99707722,1098.731684,,
18/04/24, 9:42 PM GMT-4,224,2.109072,51.49243147,44.11774088,-72.64173589,19.66129357,1100.058764,,
18/04/24, 9:42 PM GMT-4,225,2.123426218,51.44508482,44.11788983,-72.64153366,19.22264092,1102.577832,,
18/04/24, 9:42 PM GMT-4,226,2.137358724,51.00096835,44.11803304,-72.64133547,18.17232882,1104.236848,,
18/04/24, 9:42 PM GMT-4,227,2.151484495,51.13456894,44.11818682,-72.6411473,17.74996028,1105.583317,,
18/04/24, 9:42 PM GMT-4,228,2.166389313,51.6686641,44.11835272,-72.64095468,17.4579069,1106.63207,,
18/04/24, 9:42 PM GMT-4,229,2.181438621,52.25060938,44.11851643,-72.64075402,17.12956665,1108.730654,,
18/04/24, 9:42 PM GMT-4,230,2.195794569,52.23863299,44.11867343,-72.64056392,16.7325074,1110.803092,,
18/04/24, 9:42 PM GMT-4,231,2.21023575,51.60995971,44.11883392,-72.64037689,16.50253828,1111.269936,,
18/04/24, 9:42 PM GMT-4,232,2.224462354,51.23353739,44.11899274,-72.64019382,16.39218521,1113.312339,,
18/04/24, 9:42 PM GMT-4,233,2.238560174,51.26578022,44.11915143,-72.64001462,16.34817789,1115.041883,,
18/04/24, 9:42 PM GMT-4,234,2.253051006,51.45869533,44.11931469,-72.6398307,16.27871423,1117.711421,,
18/04/24, 9:42 PM GMT-4,235,2.26775233,51.78923444,44.11948037,-72.63964418,16.25830003,1119.336685,,
18/04/24, 9:42 PM GMT-4,236,2.282609409,52.20183341,44.11964466,-72.63945038,16.18717338,1122.65774,,
18/04/24, 9:42 PM GMT-4,237,2.296892461,52.42680788,44.11980074,-72.63926106,16.14970067,1122.766195,,
18/04/24, 9:42 PM GMT-4,238,2.311851949,53.17441738,44.11996415,-72.63906267,16.13316782,1125.912006,,
18/04/24, 9:42 PM GMT-4,239,2.327109479,53.68130433,44.12012513,-72.63885157,16.11869531,1129.066832,,
18/04/24, 9:42 PM GMT-4,240,2.342045196,53.70191209,44.12027806,-72.63863825,16.06031248,1129.284089,,
18/04/24, 9:42 PM GMT-4,241,2.356926842,53.75825277,44.12042158,-72.63841408,15.99135725,1131.818221,,
18/04/24, 9:42 PM GMT-4,242,2.372296352,54.04926168,44.12056323,-72.63817469,15.97549866,1135.793846,,
18/04/24, 9:42 PM GMT-4,243,2.387190304,53.59335654,44.12068521,-72.63792668,15.92112233,1138.849174,,
18/04/24, 9:42 PM GMT-4,244,2.402025097,53.25434819,44.12079973,-72.63767328,15.90052666,1142.939204,,
18/04/24, 9:42 PM GMT-4,245,2.417143901,53.57981003,44.12091363,-72.63741259,15.79110911,1148.164692,,
18/04/24, 9:43 PM GMT-4,246,2.432149305,53.95354012,44.12101509,-72.6371447,15.7862985,1152.303167,,
18/04/24, 9:43 PM GMT-4,247,2.447457461,54.30947841,44.12110709,-72.63686354,15.78230452,1157.303066,,
18/04/24, 9:43 PM GMT-4,248,2.462435012,54.2638768,44.12118572,-72.63658176,15.75532755,1161.727013,,
18/04/24, 9:43 PM GMT-4,249,2.477280935,53.90998222,44.121251,-72.63629623,15.71175201,1167.043771,,
18/04/24, 9:43 PM GMT-4,250,2.492324741,53.75824424,44.12130844,-72.6360033,15.79678015,1171.810679,,
18/04/24, 9:43 PM GMT-4,251,2.507143466,53.53536895,44.12135444,-72.63571113,15.78948993,1176.9088,,
18/04/24, 9:43 PM GMT-4,252,2.521938562,53.37543479,44.12138885,-72.63541636,15.82441731,1182.424381,,
18/04/24, 9:43 PM GMT-4,253,2.536603931,53.178172,44.12141099,-72.63512195,15.84479709,1187.730386,,
18/04/24, 9:43 PM GMT-4,254,2.551442169,53.21544944,44.12142203,-72.63482284,15.76882698,1193.008425,,
18/04/24, 9:43 PM GMT-4,255,2.566003585,53.05109934,44.12142254,-72.63452892,15.7741695,1197.688693,,
18/04/24, 9:43 PM GMT-4,256,2.580752248,52.91234894,44.12141574,-72.63423136,15.8281031,1202.959619,,
18/04/24, 9:43 PM GMT-4,257,2.594781147,52.3301178,44.12139449,-72.63394974,15.84195922,1207.357433,,
18/04/24, 9:43 PM GMT-4,258,2.608967543,51.97367605,44.12136408,-72.63366654,15.72902328,1213.201855,,
18/04/24, 9:43 PM GMT-4,259,2.623189783,52.01273266,44.1213245,-72.63338481,15.55209135,1217.771226,,
18/04/24, 9:43 PM GMT-4,260,2.637608928,52.20948772,44.12128184,-72.63309989,15.47717879,1221.591207,,
